Case ID,Activity,Timestamp,User,Status
RFQ-00009,PO Creation,2025-01-27 17:00:00,Bob,Complete
RFQ-00009,Supplier Confirmation,2025-01-28 01:00:00,Bob,Complete
RFQ-00009,Goods Dispatch,2025-01-28 23:00:00,Edward,Complete
RFQ-00009,Goods Receipt,2025-01-29 18:00:00,Fiona,Complete
RFQ-00009,Inspection & Approval,2025-01-30 03:00:00,Fiona,Complete
RFQ-00009,Invoice Generation,2025-01-30 20:00:00,Alice,Complete
RFQ-00009,Payment to Supplier,2025-01-31 04:00:00,Bob,Complete
RFQ-00010,Issuance of RFQ,2025-01-29 08:00:00,Charlie,Complete
RFQ-00010,Technical Evaluation,2025-01-29 23:00:00,Diana,Complete
RFQ-00010,Commercial Evaluation,2025-01-30 17:00:00,Edward,Complete
RFQ-00010,PO Creation,2025-01-31 03:00:00,Diana,Complete
RFQ-00010,Supplier Confirmation,2025-01-31 13:00:00,Charlie,Complete
RFQ-00010,Goods Dispatch,2025-01-31 18:00:00,Edward,Complete
RFQ-00010,Goods Receipt,2025-02-01 14:00:00,Alice,Complete
RFQ-00010,Inspection & Approval,2025-02-02 01:00:00,Fiona,Complete
RFQ-00010,Invoice Generation,2025-02-02 21:00:00,Alice,Complete
RFQ-00010,Payment to Supplier,2025-02-03 21:00:00,Alice,Complete
RFQ-00011,Issuance of RFQ,2025-01-30 06:00:00,Bob,Complete
RFQ-00011,Technical Evaluation,2025-01-30 10:00:00,Fiona,Complete
RFQ-00011,Commercial Evaluation,2025-01-30 18:00:00,Bob,Complete
RFQ-00011,PO Creation,2025-01-31 06:00:00,Alice,Complete
RFQ-00011,Supplier Confirmation,2025-02-01 04:00:00,Alice,Complete
RFQ-00011,Goods Dispatch,2025-02-01 14:00:00,Bob,Complete
RFQ-00011,Goods Receipt,2025-02-02 12:00:00,Bob,Complete
RFQ-00011,Inspection & Approval,2025-02-02 17:00:00,Bob,Complete
RFQ-00011,Invoice Generation,2025-02-03 00:00:00,Charlie,Complete
RFQ-00011,Payment to Supplier,2025-02-03 11:00:00,Charlie,Complete
RFQ-00012,Issuance of RFQ,2025-02-22 02:00:00,Edward,Complete
RFQ-00012,Technical Evaluation,2025-02-22 15:00:00,Diana,Complete
RFQ-00012,Commercial Evaluation,2025-02-23 07:00:00,Edward,Complete
RFQ-00012,PO Creation,2025-02-24 02:00:00,Diana,Complete
RFQ-00012,Supplier Confirmation,2025-02-24 21:00:00,Charlie,Complete
RFQ-00012,Goods Dispatch,2025-02-25 14:00:00,Diana,Complete
RFQ-00012,Goods Receipt,2025-02-26 09:00:00,Edward,Complete
RFQ-00012,Inspection & Approval,2025-02-26 15:00:00,Charlie,Complete
RFQ-00012,Invoice Generation,2025-02-27 14:00:00,Bob,Complete
RFQ-00012,Payment to Supplier,2025-02-27 19:00:00,Charlie,Complete
RFQ-00013,Issuance of RFQ,2025-01-05 16:00:00,Diana,Complete
RFQ-00013,Technical Evaluation,2025-01-05 18:00:00,Fiona,Complete
RFQ-00013,Commercial Evaluation,2025-01-06 10:00:00,Fiona,Complete
RFQ-00013,PO Creation,2025-01-07 01:00:00,Edward,Complete
RFQ-00013,Supplier Confirmation,2025-01-08 00:00:00,Alice,Complete
RFQ-00013,Goods Dispatch,2025-01-08 10:00:00,Diana,Complete
RFQ-00013,Goods Receipt,2025-01-08 22:00:00,Charlie,Complete
RFQ-00013,Inspection & Approval,2025-01-09 17:00:00,Diana,Complete
RFQ-00013,Invoice Generation,2025-01-10 10:00:00,Alice,Complete
RFQ-00013,Payment to Supplier,2025-01-10 17:00:00,Alice,Complete
RFQ-00014,Issuance of RFQ,2025-02-04 00:00:00,Edward,Complete
RFQ-00014,Technical Evaluation,2025-02-05 00:00:00,Bob,Complete
RFQ-00014,Commercial Evaluation,2025-02-05 04:00:00,Edward,Complete
RFQ-00014,PO Creation,2025-02-05 23:00:00,Charlie,Complete
RFQ-00014,Supplier Confirmation,2025-02-06 05:00:00,Diana,Complete
RFQ-00014,Goods Dispatch,2025-02-06 16:00:00,Alice,Complete
RFQ-00014,Goods Receipt,2025-02-07 07:00:00,Fiona,Complete
RFQ-00014,Inspection & Approval,2025-02-08 04:00:00,Charlie,Complete
RFQ-00014,Invoice Generation,2025-02-08 21:00:00,Bob,Complete
RFQ-00014,Payment to Supplier,2025-02-09 09:00:00,Alice,Complete
RFQ-00015,Issuance of RFQ,2025-02-07 05:00:00,Charlie,Complete
RFQ-00015,Technical Evaluation,2025-02-07 16:00:00,Alice,Complete
RFQ-00015,Commercial Evaluation,2025-02-08 03:00:00,Bob,Complete
RFQ-00015,PO Creation,2025-02-09 03:00:00,Edward,Complete
RFQ-00015,Supplier Confirmation,2025-02-09 14:00:00,Diana,Complete
RFQ-00015,Goods Dispatch,2025-02-10 04:00:00,Edward,Complete
RFQ-00015,Goods Receipt,2025-02-10 23:00:00,Charlie,Complete
RFQ-00015,Inspection & Approval,2025-02-11 04:00:00,Charlie,Complete
RFQ-00015,Invoice Generation,2025-02-12 03:00:00,Bob,Complete
RFQ-00015,Payment to Supplier,2025-02-12 12:00:00,Bob,Complete
RFQ-00016,Issuance of RFQ,2025-01-06 16:00:00,Charlie,Complete
RFQ-00016,Technical Evaluation,2025-01-06 21:00:00,Diana,Complete
RFQ-00016,Commercial Evaluation,2025-01-07 06:00:00,Fiona,Complete
RFQ-00016,PO Creation,2025-01-07 20:00:00,Bob,Complete
RFQ-00016,Supplier Confirmation,2025-01-08 20:00:00,Alice,Complete
RFQ-00016,Goods Dispatch,2025-01-09 18:00:00,Diana,Complete
RFQ-00016,Goods Receipt,2025-01-10 02:00:00,Edward,Complete
RFQ-00016,Inspection & Approval,2025-01-10 07:00:00,Alice,Complete
RFQ-00016,Invoice Generation,2025-01-10 18:00:00,Alice,Complete
RFQ-00016,Payment to Supplier,2025-01-11 03:00:00,Diana,Complete
RFQ-00017,Issuance of RFQ,2025-02-14 03:00:00,Edward,Complete
RFQ-00017,Technical Evaluation,2025-02-14 23:00:00,Diana,Complete
RFQ-00017,Commercial Evaluation,2025-02-15 01:00:00,Edward,Complete
RFQ-00017,PO Creation,2025-02-15 04:00:00,Edward,Complete
RFQ-00017,Supplier Confirmation,2025-02-16 02:00:00,Diana,Complete
RFQ-00017,Goods Dispatch,2025-02-16 20:00:00,Charlie,Complete
RFQ-00017,Goods Receipt,2025-02-17 15:00:00,Bob,Complete
RFQ-00017,Inspection & Approval,2025-02-18 01:00:00,Bob,Complete
RFQ-00017,Invoice Generation,2025-02-18 11:00:00,Fiona,Complete
RFQ-00017,Payment to Supplier,2025-02-18 13:00:00,Alice,Complete
RFQ-00018,Issuance of RFQ,2025-02-19 10:00:00,Fiona,Complete
RFQ-00018,Technical Evaluation,2025-02-20 05:00:00,Edward,Complete
RFQ-00018,Commercial Evaluation,2025-02-20 19:00:00,Edward,Complete
RFQ-00018,PO Creation,2025-02-21 19:00:00,Diana,Complete
RFQ-00018,Goods Dispatch,2025-02-21 23:00:00,Bob,Complete
RFQ-00018,Goods Receipt,2025-02-22 05:00:00,Alice,Complete
RFQ-00018,Inspection & Approval,2025-02-22 11:00:00,Alice,Complete
RFQ-00018,Invoice Generation,2025-02-23 08:00:00,Fiona,Complete
RFQ-00018,Payment to Supplier,2025-02-23 17:00:00,Charlie,Complete
RFQ-00019,Issuance of RFQ,2025-02-25 21:00:00,Edward,Complete
RFQ-00019,Technical Evaluation,2025-02-26 08:00:00,Fiona,Complete
RFQ-00019,Commercial Evaluation,2025-02-26 17:00:00,Charlie,Complete
RFQ-00019,PO Creation,2025-02-27 09:00:00,Bob,Complete
RFQ-00019,Supplier Confirmation,2025-02-28 06:00:00,Edward,Complete
RFQ-00019,Goods Dispatch,2025-03-01 02:00:00,Bob,Complete
RFQ-00019,Goods Receipt,2025-03-01 04:00:00,Alice,Complete
RFQ-00019,Inspection & Approval,2025-03-01 17:00:00,Edward,Complete
RFQ-00019,Invoice Generation,2025-03-02 03:00:00,Edward,Complete
RFQ-00019,Payment to Supplier,2025-03-02 15:00:00,Bob,Complete
RFQ-00020,Issuance of RFQ,2025-01-30 03:00:00,Edward,Complete
RFQ-00020,Technical Evaluation,2025-01-30 13:00:00,Diana,Complete
RFQ-00020,Commercial Evaluation,2025-01-31 04:00:00,Charlie,Complete
RFQ-00020,PO Creation,2025-02-01 01:00:00,Alice,Complete
RFQ-00020,Supplier Confirmation,2025-02-01 16:00:00,Diana,Complete
RFQ-00020,Goods Dispatch,2025-02-02 12:00:00,Fiona,Complete
RFQ-00020,Goods Receipt,2025-02-02 16:00:00,Bob,Complete
RFQ-00020,Inspection & Approval,2025-02-02 23:00:00,Bob,Complete
RFQ-00020,Invoice Generation,2025-02-03 11:00:00,Bob,Complete
RFQ-00020,Payment to Supplier,2025-02-03 19:00:00,Fiona,Complete
RFQ-00021,Issuance of RFQ,2025-01-09 02:00:00,Fiona,Complete
RFQ-00021,Technical Evaluation,2025-01-10 02:00:00,Diana,Complete
RFQ-00021,Commercial Evaluation,2025-01-10 06:00:00,Fiona,Complete
RFQ-00021,PO Creation,2025-01-11 06:00:00,Alice,Complete
RFQ-00021,Supplier Confirmation,2025-01-12 03:00:00,Diana,Complete
RFQ-00021,Goods Dispatch,2025-01-13 01:00:00,Fiona,Complete
RFQ-00021,Goods Receipt,2025-01-14 00:00:00,Bob,Complete
RFQ-00021,Inspection & Approval,2025-01-14 18:00:00,Diana,Complete
RFQ-00021,Invoice Generation,2025-01-15 08:00:00,Bob,Complete
RFQ-00021,Payment to Supplier,2025-01-15 21:00:00,Bob,Complete
RFQ-00022,Issuance of RFQ,2025-01-18 17:00:00,Charlie,Complete
RFQ-00022,Technical Evaluation,2025-01-18 21:00:00,Diana,Complete
RFQ-00022,Commercial Evaluation,2025-01-19 12:00:00,Bob,Complete
RFQ-00022,PO Creation,2025-01-19 20:00:00,Fiona,Complete
RFQ-00022,Supplier Confirmation,2025-01-20 05:00:00,Alice,Complete
RFQ-00022,Goods Dispatch,2025-01-20 07:00:00,Charlie,Complete
RFQ-00022,Inspection & Approval,2025-01-21 01:00:00,Fiona,Complete
RFQ-00022,Invoice Generation,2025-01-21 15:00:00,Fiona,Complete
RFQ-00022,Payment to Supplier,2025-01-22 14:00:00,Charlie,Complete
RFQ-00023,Issuance of RFQ,2025-01-14 12:00:00,Charlie,Complete
RFQ-00023,Technical Evaluation,2025-01-14 15:00:00,Bob,Complete
RFQ-00023,Commercial Evaluation,2025-01-15 06:00:00,Fiona,Complete
RFQ-00023,PO Creation,2025-01-16 02:00:00,Diana,Complete
RFQ-00023,Supplier Confirmation,2025-01-16 13:00:00,Bob,Complete
RFQ-00023,Goods Dispatch,2025-01-17 05:00:00,Alice,Complete
RFQ-00023,Goods Receipt,2025-01-17 16:00:00,Edward,Complete
RFQ-00023,Inspection & Approval,2025-01-18 15:00:00,Charlie,Complete
RFQ-00023,Invoice Generation,2025-01-19 09:00:00,Alice,Complete
RFQ-00023,Payment to Supplier,2025-01-19 15:00:00,Charlie,Complete
RFQ-00024,Issuance of RFQ,2025-02-24 11:00:00,Charlie,Complete
RFQ-00024,Technical Evaluation,2025-02-24 13:00:00,Diana,Complete
RFQ-00024,Commercial Evaluation,2025-02-24 19:00:00,Alice,Complete
RFQ-00024,PO Creation,2025-02-25 06:00:00,Bob,Complete
RFQ-00024,Supplier Confirmation,2025-02-26 05:00:00,Fiona,Complete
RFQ-00024,Goods Dispatch,2025-02-27 01:00:00,Edward,Complete
RFQ-00024,Goods Receipt,2025-02-27 13:00:00,Diana,Complete
RFQ-00024,Inspection & Approval,2025-02-27 21:00:00,Diana,Complete
RFQ-00024,Invoice Generation,2025-02-28 12:00:00,Alice,Complete
RFQ-00024,Payment to Supplier,2025-03-01 10:00:00,Fiona,Complete
RFQ-00025,Issuance of RFQ,2025-02-05 05:00:00,Alice,Complete
RFQ-00025,Technical Evaluation,2025-02-05 12:00:00,Edward,Complete
RFQ-00025,Commercial Evaluation,2025-02-05 19:00:00,Edward,Complete
RFQ-00025,PO Creation,2025-02-06 09:00:00,Charlie,Complete
RFQ-00025,Supplier Confirmation,2025-02-06 18:00:00,Diana,Complete
RFQ-00025,Goods Dispatch,2025-02-07 18:00:00,Edward,Complete
RFQ-00025,Goods Receipt,2025-02-08 14:00:00,Bob,Complete
RFQ-00025,Inspection & Approval,2025-02-09 14:00:00,Alice,Complete
RFQ-00025,Invoice Generation,2025-02-09 23:00:00,Fiona,Complete
RFQ-00025,Payment to Supplier,2025-02-10 02:00:00,Charlie,Complete
RFQ-00026,Issuance of RFQ,2025-01-28 03:00:00,Charlie,Complete
RFQ-00026,Technical Evaluation,2025-01-29 02:00:00,Fiona,Complete
RFQ-00026,Commercial Evaluation,2025-01-29 18:00:00,Bob,Complete
RFQ-00026,PO Creation,2025-01-30 06:00:00,Alice,Complete
RFQ-00026,Supplier Confirmation,2025-01-31 03:00:00,Fiona,Complete
RFQ-00026,Goods Dispatch,2025-01-31 22:00:00,Edward,Complete
RFQ-00026,Goods Receipt,2025-02-01 21:00:00,Charlie,Complete
RFQ-00026,Inspection & Approval,2025-02-02 08:00:00,Fiona,Complete
RFQ-00026,Invoice Generation,2025-02-02 16:00:00,Edward,Complete
RFQ-00026,Payment to Supplier,2025-02-03 13:00:00,Edward,Complete
RFQ-00027,Issuance of RFQ,2025-01-26 19:00:00,Bob,Complete
RFQ-00027,Technical Evaluation,2025-01-27 15:00:00,Edward,Complete
RFQ-00027,Commercial Evaluation,2025-01-28 03:00:00,Diana,Complete
RFQ-00027,PO Creation,2025-01-28 05:00:00,Edward,Complete
RFQ-00027,Supplier Confirmation,2025-01-28 09:00:00,Edward,Complete
RFQ-00027,Goods Dispatch,2025-01-28 14:00:00,Edward,Complete
RFQ-00027,Goods Receipt,2025-01-29 02:00:00,Bob,Complete
RFQ-00027,Inspection & Approval,2025-01-29 20:00:00,Charlie,Complete
RFQ-00027,Invoice Generation,2025-01-30 08:00:00,Edward,Complete
RFQ-00027,Payment to Supplier,2025-01-30 19:00:00,Diana,Complete
RFQ-00028,Issuance of RFQ,2025-01-21 18:00:00,Bob,Complete
RFQ-00028,Technical Evaluation,2025-01-22 05:00:00,Charlie,Complete
RFQ-00028,Commercial Evaluation,2025-01-22 13:00:00,Alice,Complete
RFQ-00028,PO Creation,2025-01-23 09:00:00,Fiona,Complete
RFQ-00028,Supplier Confirmation,2025-01-23 23:00:00,Charlie,Complete
RFQ-00028,Goods Dispatch,2025-01-24 23:00:00,Fiona,Complete
RFQ-00028,Goods Receipt,2025-01-25 17:00:00,Bob,Complete
RFQ-00028,Inspection & Approval,2025-01-26 13:00:00,Diana,Complete
RFQ-00028,Invoice Generation,2025-01-26 21:00:00,Charlie,Complete
RFQ-00028,Payment to Supplier,2025-01-27 15:00:00,Bob,Complete
RFQ-00029,Issuance of RFQ,2025-02-03 15:00:00,Bob,Complete
RFQ-00029,Technical Evaluation,2025-02-04 03:00:00,Bob,Complete
RFQ-00029,Commercial Evaluation,2025-02-04 06:00:00,Charlie,Complete
RFQ-00029,PO Creation,2025-02-04 08:00:00,Bob,Complete
RFQ-00029,Supplier Confirmation,2025-02-05 03:00:00,Bob,Complete
RFQ-00029,Goods Dispatch,2025-02-05 07:00:00,Edward,Complete
RFQ-00029,Goods Receipt,2025-02-06 00:00:00,Diana,Complete
RFQ-00029,Inspection & Approval,2025-02-06 21:00:00,Diana,Complete
RFQ-00029,Invoice Generation,2025-02-07 19:00:00,Diana,Complete
RFQ-00029,Payment to Supplier,2025-02-08 00:00:00,Fiona,Complete
RFQ-00030,Issuance of RFQ,2025-02-07 23:00:00,Diana,Complete
RFQ-00030,Technical Evaluation,2025-02-08 22:00:00,Alice,Complete
RFQ-00030,Commercial Evaluation,2025-02-09 06:00:00,Charlie,Complete
RFQ-00030,PO Creation,2025-02-09 14:00:00,Diana,Complete
RFQ-00030,Supplier Confirmation,2025-02-10 08:00:00,Fiona,Complete
RFQ-00030,Goods Dispatch,2025-02-10 19:00:00,Charlie,Complete
RFQ-00030,Goods Receipt,2025-02-11 06:00:00,Charlie,Complete
RFQ-00030,Inspection & Approval,2025-02-11 12:00:00,Alice,Complete
RFQ-00030,Invoice Generation,2025-02-12 07:00:00,Fiona,Complete
RFQ-00030,Payment to Supplier,2025-02-13 00:00:00,Edward,Complete
RFQ-00031,Issuance of RFQ,2025-01-18 07:00:00,Charlie,Complete
RFQ-00031,Technical Evaluation,2025-01-18 20:00:00,Fiona,Complete
RFQ-00031,Commercial Evaluation,2025-01-19 12:00:00,Bob,Complete
RFQ-00031,Supplier Confirmation,2025-01-19 17:00:00,Fiona,Complete
RFQ-00031,Goods Dispatch,2025-01-20 06:00:00,Edward,Complete
RFQ-00031,Goods Receipt,2025-01-20 11:00:00,Edward,Complete
RFQ-00031,Inspection & Approval,2025-01-21 02:00:00,Charlie,Complete
RFQ-00031,Invoice Generation,2025-01-21 18:00:00,Edward,Complete
RFQ-00031,Payment to Supplier,2025-01-22 02:00:00,Alice,Complete
RFQ-00032,Invoice Generation,2025-02-13 08:00:00,Fiona,Complete
RFQ-00032,Payment to Supplier,2025-02-13 17:00:00,Diana,Complete
RFQ-00032,Commercial Evaluation,2025-02-14 12:00:00,Fiona,Complete
RFQ-00032,Supplier Confirmation,2025-02-14 15:00:00,Charlie,Complete
RFQ-00032,PO Creation,2025-02-14 18:00:00,Fiona,Complete
RFQ-00032,Issuance of RFQ,2025-02-15 16:00:00,Bob,Complete
RFQ-00032,Inspection & Approval,2025-02-16 10:00:00,Alice,Complete
RFQ-00032,Technical Evaluation,2025-02-17 05:00:00,Edward,Complete
RFQ-00032,Goods Dispatch,2025-02-17 23:00:00,Alice,Complete
RFQ-00033,Issuance of RFQ,2025-02-24 10:00:00,Charlie,Complete
RFQ-00033,Technical Evaluation,2025-02-24 20:00:00,Charlie,Complete
RFQ-00033,Commercial Evaluation,2025-02-25 12:00:00,Alice,Complete
RFQ-00033,PO Creation,2025-02-26 06:00:00,Fiona,Complete
RFQ-00033,Supplier Confirmation,2025-02-26 17:00:00,Diana,Complete
RFQ-00033,Goods Dispatch,2025-02-27 17:00:00,Bob,Complete
RFQ-00033,Goods Receipt,2025-02-28 13:00:00,Fiona,Complete
RFQ-00033,Inspection & Approval,2025-02-28 21:00:00,Edward,Complete
RFQ-00033,Invoice Generation,2025-02-28 23:00:00,Diana,Complete
RFQ-00033,Payment to Supplier,2025-03-01 23:00:00,Alice,Complete
RFQ-00034,Issuance of RFQ,2025-01-07 21:00:00,Alice,Complete
RFQ-00034,Technical Evaluation,2025-01-08 17:00:00,Fiona,Complete
RFQ-00034,Commercial Evaluation,2025-01-09 10:00:00,Diana,Complete
RFQ-00034,PO Creation,2025-01-09 14:00:00,Fiona,Complete
RFQ-00034,Supplier Confirmation,2025-01-09 22:00:00,Charlie,Complete
RFQ-00034,Goods Dispatch,2025-01-10 08:00:00,Fiona,Complete
RFQ-00034,Goods Receipt,2025-01-10 12:00:00,Fiona,Complete
RFQ-00034,Inspection & Approval,2025-01-11 02:00:00,Fiona,Complete
RFQ-00034,Invoice Generation,2025-01-11 17:00:00,Bob,Complete
RFQ-00034,Payment to Supplier,2025-01-12 10:00:00,Edward,Complete
RFQ-00035,Issuance of RFQ,2025-02-14 02:00:00,Bob,Complete
RFQ-00035,Technical Evaluation,2025-02-14 04:00:00,Edward,Complete
RFQ-00035,Commercial Evaluation,2025-02-15 03:00:00,Alice,Complete
RFQ-00035,PO Creation,2025-02-15 19:00:00,Alice,Complete
RFQ-00035,Supplier Confirmation,2025-02-15 23:00:00,Fiona,Complete
RFQ-00035,Goods Dispatch,2025-02-16 21:00:00,Alice,Complete
RFQ-00035,Goods Receipt,2025-02-17 20:00:00,Diana,Complete
RFQ-00035,Inspection & Approval,2025-02-18 13:00:00,Charlie,Complete
RFQ-00035,Invoice Generation,2025-02-19 07:00:00,Edward,Complete
RFQ-00035,Payment to Supplier,2025-02-19 10:00:00,Charlie,Complete
RFQ-00036,Issuance of RFQ,2025-01-28 18:00:00,Fiona,Complete
RFQ-00036,Technical Evaluation,2025-01-29 10:00:00,Diana,Complete
RFQ-00036,Commercial Evaluation,2025-01-29 16:00:00,Diana,Complete
RFQ-00036,PO Creation,2025-01-29 21:00:00,Fiona,Complete
RFQ-00036,Supplier Confirmation,2025-01-30 03:00:00,Diana,Complete
RFQ-00036,Goods Dispatch,2025-01-30 05:00:00,Charlie,Complete
RFQ-00036,Goods Receipt,2025-01-30 17:00:00,Alice,Complete
RFQ-00036,Inspection & Approval,2025-01-31 06:00:00,Edward,Complete
RFQ-00036,Invoice Generation,2025-02-01 00:00:00,Bob,Complete
RFQ-00036,Payment to Supplier,2025-02-01 21:00:00,Charlie,Complete
RFQ-00037,Issuance of RFQ,2025-02-04 23:00:00,Bob,Complete
RFQ-00037,Technical Evaluation,2025-02-05 13:00:00,Charlie,Complete
RFQ-00037,Commercial Evaluation,2025-02-05 21:00:00,Bob,Complete
RFQ-00037,PO Creation,2025-02-06 05:00:00,Alice,Complete
RFQ-00037,Supplier Confirmation,2025-02-07 05:00:00,Alice,Complete
RFQ-00037,Goods Dispatch,2025-02-08 04:00:00,Charlie,Complete
RFQ-00037,Goods Receipt,2025-02-09 03:00:00,Diana,Complete
RFQ-00037,Inspection & Approval,2025-02-09 19:00:00,Alice,Complete
RFQ-00037,Invoice Generation,2025-02-10 09:00:00,Diana,Complete
RFQ-00037,Payment to Supplier,2025-02-10 16:00:00,Charlie,Complete
RFQ-00038,Issuance of RFQ,2025-02-18 10:00:00,Fiona,Complete
